stack=Kibra_10_4;stackdb=Kibra_10_4_db2;saveTime=3548922583.028000;version=20151224;numHeaderRow=1;
On,Idx,sID,gID,start,stop,n,um,nObj,r,c,flipDendrite,flipSpines,swcFile,startIs,stopIs
,0,0,NaN,0,998,999,79.9,75,0.3,62,0,0,,,,
node,type,x,y,z,zFloor,radius,radiusFit,prevNode,ID,gID,tx,ty,tz,sDist,sDist3d,pDist,pDist3d,Filament,SetID,GroupID
NaN,NaN,67.830002,37.099998,14.000000,14.000000,NaN,NaN,-1.000000,0.000000,NaN,NaN,NaN,NaN,0.000000,0.000000,0.000000,0.000000,NaN,NaN,NaN,
NaN,NaN,67.900002,37.169998,14.000000,14.000000,NaN,NaN,0.000000,0.000000,NaN,NaN,NaN,NaN,0.098995,0.098995,0.098995,0.098995,NaN,NaN,NaN,
NaN,NaN,67.830002,37.240002,14.000000,14.000000,NaN,NaN,1.000000,0.000000,NaN,NaN,NaN,NaN,0.197992,0.197992,0.197992,0.197992,NaN,NaN,NaN,
NaN,NaN,67.830002,37.310001,14.000000,14.000000,NaN,NaN,2.000000,0.000000,NaN,NaN,NaN,NaN,0.267991,0.267991,0.267991,0.267991,NaN,NaN,NaN,
NaN,NaN,67.760002,37.380001,14.000000,14.000000,NaN,NaN,3.000000,0.000000,NaN,NaN,NaN,NaN,0.366986,0.366986,0.366986,0.366986,NaN,NaN,NaN,
NaN,NaN,67.760002,37.450001,15.000000,15.000000,NaN,NaN,4.000000,0.000000,NaN,NaN,NaN,NaN,0.436986,0.753379,0.436986,0.753379,NaN,NaN,NaN,
NaN,NaN,67.690002,37.520000,15.000000,15.000000,NaN,NaN,5.000000,0.000000,NaN,NaN,NaN,NaN,0.535980,0.852374,0.535980,0.852374,NaN,NaN,NaN,
NaN,NaN,67.620003,37.590000,14.000000,14.000000,NaN,NaN,6.000000,0.000000,NaN,NaN,NaN,NaN,0.634975,1.245057,0.634975,1.245057,NaN,NaN,NaN,
NaN,NaN,67.550003,37.660000,14.000000,14.000000,NaN,NaN,7.000000,0.000000,NaN,NaN,NaN,NaN,0.733969,1.344051,0.733969,1.344051,NaN,NaN,NaN,
NaN,NaN,67.480003,37.730000,14.000000,14.000000,NaN,NaN,8.000000,0.000000,NaN,NaN,NaN,NaN,0.832964,1.443046,0.832964,1.443046,NaN,NaN,NaN,
NaN,NaN,67.410004,37.799999,14.000000,14.000000,NaN,NaN,9.000000,0.000000,NaN,NaN,NaN,NaN,0.931958,1.542040,0.931958,1.542040,NaN,NaN,NaN,
NaN,NaN,67.339996,37.869999,14.000000,14.000000,NaN,NaN,10.000000,0.000000,NaN,NaN,NaN,NaN,1.030958,1.641040,1.030958,1.641040,NaN,NaN,NaN,
