stack=Kibra_2_2;stackdb=Kibra_2_2_db2;saveTime=3548938467.422000;version=20151224;numHeaderRow=1;
On,Idx,sID,gID,start,stop,n,um,nObj,r,c,flipDendrite,flipSpines,swcFile,startIs,stopIs
,0,0,NaN,0,967,968,79.7,79,0.3,62,0,0,,,,
node,type,x,y,z,zFloor,radius,radiusFit,prevNode,ID,gID,tx,ty,tz,sDist,sDist3d,pDist,pDist3d,Filament,SetID,GroupID
NaN,NaN,67.620003,50.259998,23.000000,23.000000,NaN,NaN,-1.000000,0.000000,NaN,NaN,NaN,NaN,0.000000,0.000000,0.000000,0.000000,NaN,NaN,NaN,
NaN,NaN,67.550003,50.259998,24.000000,24.000000,NaN,NaN,0.000000,0.000000,NaN,NaN,NaN,NaN,0.070000,0.386394,0.070000,0.386394,NaN,NaN,NaN,
NaN,NaN,67.480003,50.259998,24.000000,24.000000,NaN,NaN,1.000000,0.000000,NaN,NaN,NaN,NaN,0.139999,0.456393,0.139999,0.456393,NaN,NaN,NaN,
NaN,NaN,67.410004,50.330002,25.000000,25.000000,NaN,NaN,2.000000,0.000000,NaN,NaN,NaN,NaN,0.238997,0.849077,0.238997,0.849077,NaN,NaN,NaN,
NaN,NaN,67.339996,50.259998,25.000000,25.000000,NaN,NaN,3.000000,0.000000,NaN,NaN,NaN,NaN,0.337999,0.948079,0.337999,0.948079,NaN,NaN,NaN,
NaN,NaN,67.269997,50.259998,26.000000,26.000000,NaN,NaN,4.000000,0.000000,NaN,NaN,NaN,NaN,0.407999,1.334473,0.407999,1.334473,NaN,NaN,NaN,
NaN,NaN,67.199997,50.330002,26.000000,26.000000,NaN,NaN,5.000000,0.000000,NaN,NaN,NaN,NaN,0.506996,1.433470,0.506996,1.433470,NaN,NaN,NaN,
NaN,NaN,67.129997,50.330002,26.000000,26.000000,NaN,NaN,6.000000,0.000000,NaN,NaN,NaN,NaN,0.576996,1.503470,0.576996,1.503470,NaN,NaN,NaN,
NaN,NaN,67.059998,50.259998,25.000000,25.000000,NaN,NaN,7.000000,0.000000,NaN,NaN,NaN,NaN,0.675993,1.896154,0.675993,1.896154,NaN,NaN,NaN,
NaN,NaN,66.989998,50.189999,25.000000,25.000000,NaN,NaN,8.000000,0.000000,NaN,NaN,NaN,NaN,0.774988,1.995148,0.774988,1.995148,NaN,NaN,NaN,
NaN,NaN,66.919998,50.189999,25.000000,25.000000,NaN,NaN,9.000000,0.000000,NaN,NaN,NaN,NaN,0.844987,2.065148,0.844987,2.065148,NaN,NaN,NaN,
NaN,NaN,66.849998,50.119999,25.000000,25.000000,NaN,NaN,10.000000,0.000000,NaN,NaN,NaN,NaN,0.943982,2.164142,0.943982,2.164142,NaN,NaN,NaN,
NaN,NaN,66.779999,50.049999,25.000000,25.000000,NaN,NaN,11.000000,0.000000,NaN,NaN,NaN,NaN,1.042976,2.263137,1.042976,2.263137,NaN,NaN,NaN,
