stack=Kibra_9_6;stackdb=Kibra_9_6_db2;saveTime=3548933731.232000;version=20151224;numHeaderRow=1;
On,Idx,sID,gID,start,stop,n,um,nObj,r,c,flipDendrite,flipSpines,swcFile,startIs,stopIs
,0,0,NaN,0,973,974,73.4,85,0.3,62,0,0,,,,
node,type,x,y,z,zFloor,radius,radiusFit,prevNode,ID,gID,tx,ty,tz,sDist,sDist3d,pDist,pDist3d,Filament,SetID,GroupID
NaN,NaN,40.040001,66.709999,7.000000,7.000000,NaN,NaN,-1.000000,0.000000,NaN,NaN,NaN,NaN,0.000000,0.000000,0.000000,0.000000,NaN,NaN,NaN,
NaN,NaN,40.040001,66.639999,8.000000,8.000000,NaN,NaN,0.000000,0.000000,NaN,NaN,NaN,NaN,0.070000,0.386394,0.070000,0.386394,NaN,NaN,NaN,
NaN,NaN,40.040001,66.570000,8.000000,8.000000,NaN,NaN,1.000000,0.000000,NaN,NaN,NaN,NaN,0.139999,0.456393,0.139999,0.456393,NaN,NaN,NaN,
NaN,NaN,40.040001,66.500000,8.000000,8.000000,NaN,NaN,2.000000,0.000000,NaN,NaN,NaN,NaN,0.209999,0.526393,0.209999,0.526393,NaN,NaN,NaN,
NaN,NaN,40.040001,66.430000,8.000000,8.000000,NaN,NaN,3.000000,0.000000,NaN,NaN,NaN,NaN,0.279999,0.596393,0.279999,0.596393,NaN,NaN,NaN,
NaN,NaN,40.040001,66.360001,8.000000,8.000000,NaN,NaN,4.000000,0.000000,NaN,NaN,NaN,NaN,0.349998,0.666392,0.349998,0.666392,NaN,NaN,NaN,
NaN,NaN,40.040001,66.290001,8.000000,8.000000,NaN,NaN,5.000000,0.000000,NaN,NaN,NaN,NaN,0.419998,0.736392,0.419998,0.736392,NaN,NaN,NaN,
NaN,NaN,40.040001,66.220001,8.000000,8.000000,NaN,NaN,6.000000,0.000000,NaN,NaN,NaN,NaN,0.489998,0.806392,0.489998,0.806392,NaN,NaN,NaN,
NaN,NaN,40.040001,66.150002,8.000000,8.000000,NaN,NaN,7.000000,0.000000,NaN,NaN,NaN,NaN,0.559998,0.876391,0.559998,0.876391,NaN,NaN,NaN,
NaN,NaN,40.040001,66.080002,8.000000,8.000000,NaN,NaN,8.000000,0.000000,NaN,NaN,NaN,NaN,0.629997,0.946391,0.629997,0.946391,NaN,NaN,NaN,
NaN,NaN,40.040001,66.010002,8.000000,8.000000,NaN,NaN,9.000000,0.000000,NaN,NaN,NaN,NaN,0.699997,1.016391,0.699997,1.016391,NaN,NaN,NaN,
NaN,NaN,40.040001,65.940002,8.000000,8.000000,NaN,NaN,10.000000,0.000000,NaN,NaN,NaN,NaN,0.769997,1.086390,0.769997,1.086390,NaN,NaN,NaN,
NaN,NaN,40.040001,65.870003,8.000000,8.000000,NaN,NaN,11.000000,0.000000,NaN,NaN,NaN,NaN,0.839996,1.156390,0.839996,1.156390,NaN,NaN,NaN,
