stack=Kibra_6_5;stackdb=Kibra_6_5_db2;saveTime=3548847239.159000;version=20151224;numHeaderRow=1;
On,Idx,sID,gID,start,stop,n,um,nObj,r,c,flipDendrite,flipSpines,swcFile,startIs,stopIs
,0,0,NaN,0,942,943,74.3,0,0.3,62,0,0,,,,
node,type,x,y,z,zFloor,radius,radiusFit,prevNode,ID,gID,tx,ty,tz,sDist,sDist3d,pDist,pDist3d,Filament,SetID,GroupID
NaN,NaN,36.820000,8.120000,13.000000,13.000000,NaN,NaN,-1.000000,0.000000,NaN,NaN,NaN,NaN,0.000000,0.000000,0.000000,0.000000,NaN,NaN,NaN,
NaN,NaN,36.889999,8.190000,13.000000,13.000000,NaN,NaN,0.000000,0.000000,NaN,NaN,NaN,NaN,0.098995,0.098995,0.098995,0.098995,NaN,NaN,NaN,
NaN,NaN,36.820000,8.260000,13.000000,13.000000,NaN,NaN,1.000000,0.000000,NaN,NaN,NaN,NaN,0.197990,0.197990,0.197990,0.197990,NaN,NaN,NaN,
NaN,NaN,36.820000,8.330000,13.000000,13.000000,NaN,NaN,2.000000,0.000000,NaN,NaN,NaN,NaN,0.267989,0.267989,0.267989,0.267989,NaN,NaN,NaN,
NaN,NaN,36.750000,8.400000,13.000000,13.000000,NaN,NaN,3.000000,0.000000,NaN,NaN,NaN,NaN,0.366984,0.366984,0.366984,0.366984,NaN,NaN,NaN,
NaN,NaN,36.750000,8.470000,13.000000,13.000000,NaN,NaN,4.000000,0.000000,NaN,NaN,NaN,NaN,0.436985,0.436985,0.436985,0.436985,NaN,NaN,NaN,
NaN,NaN,36.680000,8.540000,13.000000,13.000000,NaN,NaN,5.000000,0.000000,NaN,NaN,NaN,NaN,0.535979,0.535979,0.535979,0.535979,NaN,NaN,NaN,
NaN,NaN,36.750000,8.610000,13.000000,13.000000,NaN,NaN,6.000000,0.000000,NaN,NaN,NaN,NaN,0.634974,0.634974,0.634974,0.634974,NaN,NaN,NaN,
NaN,NaN,36.750000,8.680000,13.000000,13.000000,NaN,NaN,7.000000,0.000000,NaN,NaN,NaN,NaN,0.704974,0.704974,0.704974,0.704974,NaN,NaN,NaN,
NaN,NaN,36.680000,8.750000,12.000000,12.000000,NaN,NaN,8.000000,0.000000,NaN,NaN,NaN,NaN,0.803969,1.097657,0.803969,1.097657,NaN,NaN,NaN,
NaN,NaN,36.680000,8.820000,12.000000,12.000000,NaN,NaN,9.000000,0.000000,NaN,NaN,NaN,NaN,0.873968,1.167657,0.873968,1.167657,NaN,NaN,NaN,
NaN,NaN,36.610001,8.890000,12.000000,12.000000,NaN,NaN,10.000000,0.000000,NaN,NaN,NaN,NaN,0.972964,1.266652,0.972964,1.266652,NaN,NaN,NaN,
NaN,NaN,36.610001,8.960000,13.000000,13.000000,NaN,NaN,11.000000,0.000000,NaN,NaN,NaN,NaN,1.042963,1.653046,1.042963,1.653046,NaN,NaN,NaN,
