stack=Kibra_2_5;stackdb=Kibra_2_5_db2;saveTime=3548844546.776000;version=20151224;numHeaderRow=1;
On,Idx,sID,gID,start,stop,n,um,nObj,r,c,flipDendrite,flipSpines,swcFile,startIs,stopIs,
,0,0,NaN,0,1060,1061,88.9,85,0.3,62,0,0,,,,
node,type,x,y,z,zFloor,radius,radiusFit,prevNode,ID,gID,tx,ty,tz,sDist,sDist3d,pDist,pDist3d,Filament,SetID,GroupID,
NaN,NaN,7.210000,59.009998,4.000000,4.000000,NaN,NaN,-1.000000,0.000000,NaN,NaN,NaN,NaN,0.000000,0.000000,0.000000,0.000000,NaN,NaN,NaN,
NaN,NaN,7.280000,59.009998,5.000000,5.000000,NaN,NaN,0.000000,0.000000,NaN,NaN,NaN,NaN,0.070000,0.386394,0.070000,0.386394,NaN,NaN,NaN,
NaN,NaN,7.350000,59.080002,4.000000,4.000000,NaN,NaN,1.000000,0.000000,NaN,NaN,NaN,NaN,0.168997,0.779077,0.168997,0.779077,NaN,NaN,NaN,
NaN,NaN,7.420000,59.080002,4.000000,4.000000,NaN,NaN,2.000000,0.000000,NaN,NaN,NaN,NaN,0.238998,0.849077,0.238998,0.849077,NaN,NaN,NaN,
NaN,NaN,7.490000,59.080002,4.000000,4.000000,NaN,NaN,3.000000,0.000000,NaN,NaN,NaN,NaN,0.308997,0.919077,0.308997,0.919077,NaN,NaN,NaN,
NaN,NaN,7.560000,59.080002,4.000000,4.000000,NaN,NaN,4.000000,0.000000,NaN,NaN,NaN,NaN,0.378997,0.989077,0.378997,0.989077,NaN,NaN,NaN,
NaN,NaN,7.630000,59.080002,3.000000,3.000000,NaN,NaN,5.000000,0.000000,NaN,NaN,NaN,NaN,0.448998,1.375471,0.448998,1.375471,NaN,NaN,NaN,
NaN,NaN,7.700000,59.009998,3.000000,3.000000,NaN,NaN,6.000000,0.000000,NaN,NaN,NaN,NaN,0.547995,1.474468,0.547995,1.474468,NaN,NaN,NaN,
NaN,NaN,7.770000,59.009998,4.000000,4.000000,NaN,NaN,7.000000,0.000000,NaN,NaN,NaN,NaN,0.617995,1.860862,0.617995,1.860862,NaN,NaN,NaN,
NaN,NaN,7.840000,59.009998,4.000000,4.000000,NaN,NaN,8.000000,0.000000,NaN,NaN,NaN,NaN,0.687995,1.930862,0.687995,1.930862,NaN,NaN,NaN,
NaN,NaN,7.910000,59.009998,4.000000,4.000000,NaN,NaN,9.000000,0.000000,NaN,NaN,NaN,NaN,0.757995,2.000862,0.757995,2.000862,NaN,NaN,NaN,
NaN,NaN,7.980000,59.009998,4.000000,4.000000,NaN,NaN,10.000000,0.000000,NaN,NaN,NaN,NaN,0.827995,2.070862,0.827995,2.070862,NaN,NaN,NaN,
NaN,NaN,8.050000,59.009998,5.000000,5.000000,NaN,NaN,11.000000,0.000000,NaN,NaN,NaN,NaN,0.897995,2.457255,0.897995,2.457255,NaN,NaN,NaN,
NaN,NaN,8.120000,59.009998,5.000000,5.000000,NaN,NaN,12.000000,0.000000,NaN,NaN,NaN,NaN,0.967995,2.527255,0.967995,2.527255,NaN,NaN,NaN,
