stack=Kibra_9_2;stackdb=Kibra_9_2_db2;saveTime=3548851581.280000;version=20151224;numHeaderRow=1;
On,Idx,sID,gID,start,stop,n,um,nObj,r,c,flipDendrite,flipSpines,swcFile,startIs,stopIs
,0,0,NaN,0,946,947,73.4,75,0.3,62,0,0,,,,
node,type,x,y,z,zFloor,radius,radiusFit,prevNode,ID,gID,tx,ty,tz,sDist,sDist3d,pDist,pDist3d,Filament,SetID,GroupID
NaN,NaN,35.209999,63.000000,21.000000,21.000000,NaN,NaN,-1.000000,0.000000,NaN,NaN,NaN,NaN,0.000000,0.000000,0.000000,0.000000,NaN,NaN,NaN,
NaN,NaN,35.139999,62.930000,21.000000,21.000000,NaN,NaN,0.000000,0.000000,NaN,NaN,NaN,NaN,0.098995,0.098995,0.098995,0.098995,NaN,NaN,NaN,
NaN,NaN,35.139999,62.860001,21.000000,21.000000,NaN,NaN,1.000000,0.000000,NaN,NaN,NaN,NaN,0.168994,0.168994,0.168994,0.168994,NaN,NaN,NaN,
NaN,NaN,35.139999,62.790001,21.000000,21.000000,NaN,NaN,2.000000,0.000000,NaN,NaN,NaN,NaN,0.238994,0.238994,0.238994,0.238994,NaN,NaN,NaN,
NaN,NaN,35.139999,62.720001,20.000000,20.000000,NaN,NaN,3.000000,0.000000,NaN,NaN,NaN,NaN,0.308994,0.625387,0.308994,0.625387,NaN,NaN,NaN,
NaN,NaN,35.209999,62.650002,20.000000,20.000000,NaN,NaN,4.000000,0.000000,NaN,NaN,NaN,NaN,0.407988,0.724382,0.407988,0.724382,NaN,NaN,NaN,
NaN,NaN,35.209999,62.580002,20.000000,20.000000,NaN,NaN,5.000000,0.000000,NaN,NaN,NaN,NaN,0.477988,0.794382,0.477988,0.794382,NaN,NaN,NaN,
NaN,NaN,35.209999,62.509998,20.000000,20.000000,NaN,NaN,6.000000,0.000000,NaN,NaN,NaN,NaN,0.547991,0.864385,0.547991,0.864385,NaN,NaN,NaN,
NaN,NaN,35.209999,62.439999,20.000000,20.000000,NaN,NaN,7.000000,0.000000,NaN,NaN,NaN,NaN,0.617991,0.934385,0.617991,0.934385,NaN,NaN,NaN,
NaN,NaN,35.279999,62.369999,21.000000,21.000000,NaN,NaN,8.000000,0.000000,NaN,NaN,NaN,NaN,0.716986,1.327068,0.716986,1.327068,NaN,NaN,NaN,
NaN,NaN,35.279999,62.299999,21.000000,21.000000,NaN,NaN,9.000000,0.000000,NaN,NaN,NaN,NaN,0.786985,1.397068,0.786985,1.397068,NaN,NaN,NaN,
NaN,NaN,35.279999,62.230000,21.000000,21.000000,NaN,NaN,10.000000,0.000000,NaN,NaN,NaN,NaN,0.856985,1.467067,0.856985,1.467067,NaN,NaN,NaN,
NaN,NaN,35.349998,62.160000,21.000000,21.000000,NaN,NaN,11.000000,0.000000,NaN,NaN,NaN,NaN,0.955979,1.566062,0.955979,1.566062,NaN,NaN,NaN,
NaN,NaN,35.349998,62.090000,21.000000,21.000000,NaN,NaN,12.000000,0.000000,NaN,NaN,NaN,NaN,1.025979,1.636061,1.025979,1.636061,NaN,NaN,NaN,
