stack=Kibra_10_3;stackdb=Kibra_10_3_db2;saveTime=3548921109.527000;version=20151224;numHeaderRow=1;
On,Idx,sID,gID,start,stop,n,um,nObj,r,c,flipDendrite,flipSpines,swcFile,startIs,stopIs
,0,0,NaN,0,1044,1045,84.5,88,0.3,62,0,0,,,,
node,type,x,y,z,zFloor,radius,radiusFit,prevNode,ID,gID,tx,ty,tz,sDist,sDist3d,pDist,pDist3d,Filament,SetID,GroupID
NaN,NaN,18.129999,65.940002,16.000000,16.000000,NaN,NaN,-1.000000,0.000000,NaN,NaN,NaN,NaN,0.000000,0.000000,0.000000,0.000000,NaN,NaN,NaN,
NaN,NaN,18.200001,65.940002,17.000000,17.000000,NaN,NaN,0.000000,0.000000,NaN,NaN,NaN,NaN,0.070002,0.386394,0.070002,0.386394,NaN,NaN,NaN,
NaN,NaN,18.270000,65.940002,18.000000,18.000000,NaN,NaN,1.000000,0.000000,NaN,NaN,NaN,NaN,0.140001,0.772787,0.140001,0.772787,NaN,NaN,NaN,
NaN,NaN,18.340000,65.870003,19.000000,19.000000,NaN,NaN,2.000000,0.000000,NaN,NaN,NaN,NaN,0.238996,1.165470,0.238996,1.165470,NaN,NaN,NaN,
NaN,NaN,18.410000,65.800003,19.000000,19.000000,NaN,NaN,3.000000,0.000000,NaN,NaN,NaN,NaN,0.337990,1.264465,0.337990,1.264465,NaN,NaN,NaN,
NaN,NaN,18.480000,65.730003,19.000000,19.000000,NaN,NaN,4.000000,0.000000,NaN,NaN,NaN,NaN,0.436985,1.363459,0.436985,1.363459,NaN,NaN,NaN,
NaN,NaN,18.549999,65.660004,18.000000,18.000000,NaN,NaN,5.000000,0.000000,NaN,NaN,NaN,NaN,0.535979,1.756142,0.535979,1.756142,NaN,NaN,NaN,
NaN,NaN,18.620001,65.589996,18.000000,18.000000,NaN,NaN,6.000000,0.000000,NaN,NaN,NaN,NaN,0.634981,1.855144,0.634981,1.855144,NaN,NaN,NaN,
NaN,NaN,18.690001,65.519997,18.000000,18.000000,NaN,NaN,7.000000,0.000000,NaN,NaN,NaN,NaN,0.733975,1.954138,0.733975,1.954138,NaN,NaN,NaN,
NaN,NaN,18.760000,65.449997,18.000000,18.000000,NaN,NaN,8.000000,0.000000,NaN,NaN,NaN,NaN,0.832970,2.053133,0.832970,2.053133,NaN,NaN,NaN,
NaN,NaN,18.830000,65.449997,18.000000,18.000000,NaN,NaN,9.000000,0.000000,NaN,NaN,NaN,NaN,0.902969,2.123132,0.902969,2.123132,NaN,NaN,NaN,
NaN,NaN,18.900000,65.379997,18.000000,18.000000,NaN,NaN,10.000000,0.000000,NaN,NaN,NaN,NaN,1.001964,2.222127,1.001964,2.222127,NaN,NaN,NaN,
NaN,NaN,18.900000,65.309998,18.000000,18.000000,NaN,NaN,11.000000,0.000000,NaN,NaN,NaN,NaN,1.071964,2.292127,1.071964,2.292127,NaN,NaN,NaN,
NaN,NaN,18.969999,65.239998,18.000000,18.000000,NaN,NaN,12.000000,0.000000,NaN,NaN,NaN,NaN,1.170958,2.391121,1.170958,2.391121,NaN,NaN,NaN,
NaN,NaN,19.040001,65.169998,18.000000,18.000000,NaN,NaN,13.000000,0.000000,NaN,NaN,NaN,NaN,1.269954,2.490117,1.269954,2.490117,NaN,NaN,NaN,
NaN,NaN,19.110001,65.099998,18.000000,18.000000,NaN,NaN,14.000000,0.000000,NaN,NaN,NaN,NaN,1.368948,2.589112,1.368948,2.589112,NaN,NaN,NaN,
NaN,NaN,19.180000,65.099998,18.000000,18.000000,NaN,NaN,15.000000,0.000000,NaN,NaN,NaN,NaN,1.438948,2.659111,1.438948,2.659111,NaN,NaN,NaN,
NaN,NaN,19.250000,65.099998,18.000000,18.000000,NaN,NaN,16.000000,0.000000,NaN,NaN,NaN,NaN,1.508948,2.729111,1.508948,2.729111,NaN,NaN,NaN,
