103,843,4
132,845,4
149,836,4
160,837,4
171,829,5
185,821,5
205,810,5
226,798,5
248,777,5
276,748,7
287,731,8
306,709,8
324,688,8
346,677,9
371,656,9
414,628,9
440,601,10
454,584,10
481,554,10
514,525,12
545,500,11
569,476,11
610,470,11
663,435,11
682,426,11
701,413,11
721,388,11
760,375,13
797,361,14
831,350,16
870,328,18
900,322,18
923,298,17
940,270,19
958,266,19
965,254,19
989,235,19
1008,212,19
1023,190,21
