167,936,18
204,898,18
225,880,17
239,877,17
279,841,17
309,837,15
333,832,15
379,798,13
409,790,13
436,788,13
471,770,15
490,763,15
510,747,15
562,720,13
609,683,13
634,643,12
674,619,12
719,581,8
758,557,6
774,530,4
806,508,4
842,506,4
866,506,4
898,479,6
927,448,6
931,429,8
947,406,8
968,368,10
996,336,9
1014,311,7
