503,900,21
507,841,21
501,835,20
500,808,20
487,766,20
471,686,19
467,664,19
461,660,19
465,644,19
451,605,19
439,552,17
429,542,18
428,519,16
406,470,15
403,454,14
385,431,14
385,400,13
372,338,11
375,314,11
366,295,10
356,263,8
354,229,8
341,210,8
343,183,8
331,167,8
329,136,8
323,133,8
324,108,8
318,98,6
318,87,6
297,52,4
287,35,3
288,2,3
