552,2,13
547,67,13
552,75,13
530,135,13
531,153,13
523,162,13
521,199,13
530,251,13
519,283,13
510,290,13
503,351,15
485,396,16
472,448,17
455,496,19
444,532,21
438,568,21
403,630,21
395,661,21
352,718,24
353,723,24
332,756,24
333,768,24
315,786,24
318,796,26
311,824,26
262,889,29
197,940,31
139,967,32
