526,116,13
518,138,13
526,176,13
526,195,13
517,250,8
519,264,8
505,306,8
488,343,7
485,368,7
477,388,9
437,437,11
425,462,12
417,507,15
404,517,16
394,547,16
382,579,16
373,595,16
357,620,18
357,641,19
362,654,19
361,706,19
355,750,23
348,783,24
344,793,24
351,827,24
345,855,24
345,891,25
351,936,28
358,969,30
361,999,29
365,1018,29
