159,353,6
213,340,6
283,335,6
316,323,6
342,336,8
355,335,9
362,345,9
381,344,12
414,359,12
442,365,12
453,366,13
470,385,13
482,394,13
484,408,13
495,421,13
522,483,15
546,511,15
567,541,12
585,579,12
593,610,12
603,625,15
626,636,15
647,656,15
657,670,15
664,684,15
677,717,15
691,743,13
707,756,11
716,771,11
754,801,11
789,826,11
793,837,9
815,860,9
839,879,6
849,894,6
852,928,6
853,953,6
856,997,6
871,1020,6
