stack=a5n_s0_ch1;stackdb=a5n_s0_db2;saveTime=3531199714.238000;version=20151102_v1;numHeaderRow=1;
On,Idx,sID,gID,start,stop,n,um,nObj,r,c,flipDendrite,flipSpines,swcFile,startIs,stopIs
,0,0,NaN,0,184,185,10,5,.1,57,0,0,,,,
node,type,x,y,z,zFloor,radius,radiusFit,prevNode,ID,gID,tx,ty,tz,sDist,pDist,Filament,SetID,GroupID,
NaN,NaN,13.815000,25.200001,6.000000,6.000000,NaN,NaN,145.000000,0.000000,NaN,NaN,NaN,NaN,7.876645,7.876645,NaN,NaN,NaN,
NaN,NaN,13.770000,25.155001,6.000000,6.000000,NaN,NaN,146.000000,0.000000,NaN,NaN,NaN,NaN,7.940283,7.940283,NaN,NaN,NaN,
NaN,NaN,13.770000,25.110001,6.000000,6.000000,NaN,NaN,147.000000,0.000000,NaN,NaN,NaN,NaN,7.985283,7.985283,NaN,NaN,NaN,
NaN,NaN,13.725000,25.065001,6.000000,6.000000,NaN,NaN,148.000000,0.000000,NaN,NaN,NaN,NaN,8.048923,8.048923,NaN,NaN,NaN,
NaN,NaN,13.725000,25.020000,6.000000,6.000000,NaN,NaN,149.000000,0.000000,NaN,NaN,NaN,NaN,8.093924,8.093924,NaN,NaN,NaN,
NaN,NaN,13.680000,24.975000,6.000000,6.000000,NaN,NaN,150.000000,0.000000,NaN,NaN,NaN,NaN,8.157563,8.157563,NaN,NaN,NaN,
NaN,NaN,13.635000,24.930000,6.000000,6.000000,NaN,NaN,151.000000,0.000000,NaN,NaN,NaN,NaN,8.221203,8.221203,NaN,NaN,NaN,
NaN,NaN,13.590000,24.885000,6.000000,6.000000,NaN,NaN,152.000000,0.000000,NaN,NaN,NaN,NaN,8.284842,8.284842,NaN,NaN,NaN,
NaN,NaN,13.590000,24.840000,6.000000,6.000000,NaN,NaN,153.000000,0.000000,NaN,NaN,NaN,NaN,8.329843,8.329843,NaN,NaN,NaN,
NaN,NaN,13.545000,24.795000,6.000000,6.000000,NaN,NaN,154.000000,0.000000,NaN,NaN,NaN,NaN,8.393482,8.393482,NaN,NaN,NaN,
NaN,NaN,13.545000,24.750000,6.000000,6.000000,NaN,NaN,155.000000,0.000000,NaN,NaN,NaN,NaN,8.438482,8.438482,NaN,NaN,NaN,
NaN,NaN,13.545000,24.705000,6.000000,6.000000,NaN,NaN,156.000000,0.000000,NaN,NaN,NaN,NaN,8.483482,8.483482,NaN,NaN,NaN,
NaN,NaN,13.500000,24.660000,6.000000,6.000000,NaN,NaN,157.000000,0.000000,NaN,NaN,NaN,NaN,8.547122,8.547122,NaN,NaN,NaN,
NaN,NaN,13.455000,24.615000,6.000000,6.000000,NaN,NaN,158.000000,0.000000,NaN,NaN,NaN,NaN,8.610762,8.610762,NaN,NaN,NaN,
NaN,NaN,13.410000,24.570000,7.000000,7.000000,NaN,NaN,159.000000,0.000000,NaN,NaN,NaN,NaN,8.674401,8.674401,NaN,NaN,NaN,
NaN,NaN,13.410000,24.525000,7.000000,7.000000,NaN,NaN,160.000000,0.000000,NaN,NaN,NaN,NaN,8.719401,8.719401,NaN,NaN,NaN,
NaN,NaN,13.410000,24.480000,7.000000,7.000000,NaN,NaN,161.000000,0.000000,NaN,NaN,NaN,NaN,8.764401,8.764401,NaN,NaN,NaN,
NaN,NaN,13.365000,24.434999,7.000000,7.000000,NaN,NaN,162.000000,0.000000,NaN,NaN,NaN,NaN,8.828041,8.828041,NaN,NaN,NaN,
NaN,NaN,13.365000,24.389999,7.000000,7.000000,NaN,NaN,163.000000,0.000000,NaN,NaN,NaN,NaN,8.873041,8.873041,NaN,NaN,NaN,
NaN,NaN,13.320000,24.344999,7.000000,7.000000,NaN,NaN,164.000000,0.000000,NaN,NaN,NaN,NaN,8.936681,8.936681,NaN,NaN,NaN,
NaN,NaN,13.275000,24.299999,7.000000,7.000000,NaN,NaN,165.000000,0.000000,NaN,NaN,NaN,NaN,9.000321,9.000321,NaN,NaN,NaN,
NaN,NaN,13.275000,24.254999,7.000000,7.000000,NaN,NaN,166.000000,0.000000,NaN,NaN,NaN,NaN,9.045321,9.045321,NaN,NaN,NaN,
NaN,NaN,13.275000,24.209999,7.000000,7.000000,NaN,NaN,167.000000,0.000000,NaN,NaN,NaN,NaN,9.090322,9.090322,NaN,NaN,NaN,
NaN,NaN,13.230000,24.165001,7.000000,7.000000,NaN,NaN,168.000000,0.000000,NaN,NaN,NaN,NaN,9.153959,9.153959,NaN,NaN,NaN,
NaN,NaN,13.185000,24.120001,7.000000,7.000000,NaN,NaN,169.000000,0.000000,NaN,NaN,NaN,NaN,9.217599,9.217599,NaN,NaN,NaN,
NaN,NaN,13.140000,24.075001,7.000000,7.000000,NaN,NaN,170.000000,0.000000,NaN,NaN,NaN,NaN,9.281239,9.281239,NaN,NaN,NaN,
NaN,NaN,13.140000,24.030001,7.000000,7.000000,NaN,NaN,171.000000,0.000000,NaN,NaN,NaN,NaN,9.326239,9.326239,NaN,NaN,NaN,
NaN,NaN,13.095000,23.985001,7.000000,7.000000,NaN,NaN,172.000000,0.000000,NaN,NaN,NaN,NaN,9.389878,9.389878,NaN,NaN,NaN,
NaN,NaN,13.050000,23.940001,7.000000,7.000000,NaN,NaN,173.000000,0.000000,NaN,NaN,NaN,NaN,9.453518,9.453518,NaN,NaN,NaN,
NaN,NaN,13.005000,23.895000,7.000000,7.000000,NaN,NaN,174.000000,0.000000,NaN,NaN,NaN,NaN,9.517158,9.517158,NaN,NaN,NaN,
NaN,NaN,12.960000,23.850000,7.000000,7.000000,NaN,NaN,175.000000,0.000000,NaN,NaN,NaN,NaN,9.580797,9.580797,NaN,NaN,NaN,
NaN,NaN,12.960000,23.805000,7.000000,7.000000,NaN,NaN,176.000000,0.000000,NaN,NaN,NaN,NaN,9.625797,9.625797,NaN,NaN,NaN,
NaN,NaN,12.960000,23.760000,7.000000,7.000000,NaN,NaN,177.000000,0.000000,NaN,NaN,NaN,NaN,9.670797,9.670797,NaN,NaN,NaN,
NaN,NaN,12.915000,23.715000,7.000000,7.000000,NaN,NaN,178.000000,0.000000,NaN,NaN,NaN,NaN,9.734437,9.734437,NaN,NaN,NaN,
NaN,NaN,12.870000,23.670000,7.000000,7.000000,NaN,NaN,179.000000,0.000000,NaN,NaN,NaN,NaN,9.798077,9.798077,NaN,NaN,NaN,
NaN,NaN,12.870000,23.625000,7.000000,7.000000,NaN,NaN,180.000000,0.000000,NaN,NaN,NaN,NaN,9.843077,9.843077,NaN,NaN,NaN,
NaN,NaN,12.870000,23.580000,7.000000,7.000000,NaN,NaN,181.000000,0.000000,NaN,NaN,NaN,NaN,9.888077,9.888077,NaN,NaN,NaN,
NaN,NaN,12.825000,23.535000,7.000000,7.000000,NaN,NaN,182.000000,0.000000,NaN,NaN,NaN,NaN,9.951716,9.951716,NaN,NaN,NaN,
NaN,NaN,12.825000,23.490000,7.000000,7.000000,NaN,NaN,183.000000,0.000000,NaN,NaN,NaN,NaN,9.996716,9.996716,NaN,NaN,NaN,
